ticker,period,quarter,sales,gross_profit,operating_profit
85720,2024-03-31,1Q,70926000000,,21927000000
85720,2024-03-31,2Q,144299000000,,44218000000
85720,2024-03-31,3Q,218986000000,,66867000000
85720,2024-03-31,FY,294730000000,,86347000000
85720,2025-03-31,1Q,77236000000,,21958000000
85720,2025-03-31,2Q,156299000000,,48022000000
85720,2025-03-31,3Q,236825000000,,74679000000
85720,2025-03-31,FY,317742000000,,58561000000
85720,2026-03-31,1Q,82372000000,,28147000000
85720,2026-03-31,2Q,165670000000,,54063000000
85720,2026-03-31,3Q,251268000000,,81984000000
85840,2021-03-31,FY,160650000000,,16326000000
85840,2022-03-31,1Q,40867000000,,7343000000
85840,2022-03-31,2Q,81780000000,,13937000000
85840,2022-03-31,3Q,122864000000,,22100000000
85840,2022-03-31,FY,164070000000,,26743000000
85840,2023-03-31,1Q,42355000000,,8942000000
85840,2023-03-31,2Q,85297000000,,16385000000
85840,2023-03-31,3Q,129443000000,,26213000000
85840,2023-03-31,FY,173506000000,,31678000000
85840,2024-03-31,1Q,46662000000,,11154000000
85840,2024-03-31,2Q,92208000000,,18419000000
85840,2024-03-31,3Q,139176000000,,27137000000
85840,2024-03-31,FY,184782000000,,33126000000
85840,2025-03-31,1Q,47549000000,,8803000000
85840,2025-03-31,1Q,47549000000,,8803000000
85840,2025-03-31,2Q,95739000000,,16084000000
85840,2025-03-31,3Q,143494000000,,23052000000
85840,2025-03-31,3Q,143494000000,,23052000000
85840,2025-03-31,FY,190978000000,,25732000000
85840,2026-03-31,1Q,47706000000,,6294000000
85840,2026-03-31,2Q,97069000000,,13281000000
85840,2026-03-31,3Q,145817000000,,19221000000
85850,2021-03-31,FY,230596000000,,20809000000
85850,2022-03-31,1Q,56864000000,,7495000000
85850,2022-03-31,2Q,114612000000,,13608000000
85850,2022-03-31,3Q,171553000000,,20116000000
85850,2022-03-31,FY,229806000000,,28994000000
85850,2023-03-31,1Q,54332000000,,5324000000
85850,2023-03-31,2Q,116395000000,,15180000000
85850,2023-03-31,3Q,168089000000,,16350000000
85850,2023-03-31,FY,227693000000,,23070000000
85850,2024-03-31,1Q,57688000000,,3501000000
85850,2024-03-31,2Q,112190000000,,5905000000
85850,2024-03-31,3Q,168637000000,,10047000000
85850,2024-03-31,FY,229054000000,,16118000000
85850,2025-03-31,1Q,63053000000,,5086000000
85850,2025-03-31,2Q,123464000000,,7174000000
85850,2025-03-31,3Q,182495000000,,8457000000
85850,2025-03-31,FY,245270000000,,12344000000
85850,2026-03-31,1Q,62876000000,,3161000000
85850,2026-03-31,2Q,124877000000,,7203000000
85850,2026-03-31,3Q,185979000000,,11301000000
85910,2021-03-31,FY,2292708000000,,258814000000
85910,2022-03-31,1Q,608813000000,,101979000000
85910,2022-03-31,2Q,1241534000000,,208917000000
85910,2022-03-31,3Q,1868113000000,,282119000000
85910,2022-03-31,FY,2520365000000,,302083000000
85910,2023-03-31,1Q,657813000000,,83293000000
85910,2023-03-31,2Q,1364816000000,,149133000000
85910,2023-03-31,3Q,1994844000000,,237308000000
85910,2023-03-31,FY,2666373000000,,313988000000
85910,2024-03-31,1Q,676974000000,,83252000000
85910,2024-03-31,2Q,1359735000000,,164035000000
85910,2024-03-31,3Q,2037860000000,,260198000000
85910,2024-03-31,FY,2814361000000,,360713000000
85910,2025-03-31,1Q,708139000000,,86266000000
85910,2025-03-31,2Q,1403633000000,,196972000000
85910,2025-03-31,3Q,2154484000000,,290724000000
85910,2025-03-31,FY,2874821000000,,331826000000
85910,2026-03-31,1Q,768641000000,,129750000000
85910,2026-03-31,2Q,1564497000000,,242878000000
85910,2026-03-31,3Q,2408910000000,,366284000000
86010,2021-03-31,FY,576172000000,,92859000000
86010,2022-03-31,1Q,149836000000,,31848000000
86010,2022-03-31,2Q,304538000000,,62525000000
86010,2022-03-31,3Q,471138000000,,98575000000
86010,2022-03-31,FY,619471000000,,115534000000
86010,2023-03-31,1Q,146640000000,,8847000000
86010,2023-03-31,2Q,339193000000,,20838000000
86010,2023-03-31,3Q,572229000000,,42358000000
86010,2023-03-31,FY,866090000000,,66273000000
86010,2024-03-31,1Q,266259000000,,30733000000
86010,2024-03-31,2Q,570087000000,,68561000000
86010,2024-03-31,3Q,905465000000,,106622000000
86010,2024-03-31,FY,1277482000000,,153705000000
86010,2025-03-31,1Q,335357000000,,35115000000
86010,2025-03-31,1Q,335357000000,,35115000000
86010,2025-03-31,2Q,689688000000,,76790000000
86010,2025-03-31,3Q,1026437000000,,113826000000
86010,2025-03-31,3Q,1026437000000,,113826000000
86010,2025-03-31,FY,1372014000000,,166742000000
86010,2026-03-31,1Q,326400000000,,36177000000
86010,2026-03-31,1Q,326400000000,,36177000000
86010,2026-03-31,2Q,701750000000,,86020000000
86010,2026-03-31,3Q,1075613000000,,147785000000
86010,2026-03-31,3Q,1075613000000,,147785000000
86090,2021-03-31,FY,67259000000,,5106000000
86090,2022-03-31,1Q,17553000000,,767000000
86090,2022-03-31,2Q,36852000000,,2818000000
86090,2022-03-31,3Q,56618000000,,5036000000
86090,2022-03-31,FY,73778000000,,4976000000
86090,2023-03-31,1Q,15789000000,,-1530000000
86090,2023-03-31,2Q,33477000000,,-1009000000
86090,2023-03-31,3Q,49444000000,,-1948000000
86090,2023-03-31,FY,66551000000,,-1034000000
86090,2024-03-31,1Q,21247000000,,4163000000
86090,2024-03-31,2Q,41206000000,,7338000000
86090,2024-03-31,3Q,60846000000,,10120000000
86090,2024-03-31,FY,84509000000,,16111000000
86090,2025-03-31,1Q,21117000000,,3952000000
86090,2025-03-31,1Q,21117000000,,3952000000
86090,2025-03-31,2Q,41501000000,,7229000000
86090,2025-03-31,3Q,62224000000,,10300000000
86090,2025-03-31,3Q,62224000000,,10300000000
86090,2025-03-31,FY,81936000000,,12838000000
86090,2026-03-31,1Q,19145000000,,949000000
86090,2026-03-31,1Q,19145000000,,949000000
86090,2026-03-31,2Q,43057000000,,6333000000
86090,2026-03-31,3Q,69304000000,,12918000000
86090,2026-03-31,3Q,69304000000,,12918000000
86130,2021-03-31,FY,19188000000,,3661000000
86130,2022-03-31,1Q,4855000000,,879000000
86130,2022-03-31,2Q,9535000000,,1703000000
86130,2022-03-31,3Q,14601000000,,2891000000
86130,2022-03-31,FY,18670000000,,3219000000
86130,2023-03-31,1Q,3896000000,,120000000
86130,2023-03-31,2Q,7479000000,,39000000
86130,2023-03-31,3Q,11269000000,,266000000
86130,2023-03-31,FY,14931000000,,379000000
86130,2024-03-31,1Q,4588000000,,823000000
86130,2024-03-31,2Q,9058000000,,1605000000
86130,2024-03-31,3Q,13250000000,,2104000000
86130,2024-03-31,FY,18608000000,,3694000000
86130,2025-03-31,1Q,4977000000,,1030000000
86130,2025-03-31,2Q,9627000000,,1923000000
86130,2025-03-31,3Q,14348000000,,2865000000
86130,2025-03-31,FY,18849000000,,3545000000
86130,2026-03-31,1Q,4366000000,,395000000
86130,2026-03-31,2Q,9596000000,,1696000000
86130,2026-03-31,3Q,15555000000,,3425000000
86140,2021-03-31,FY,11966000000,,643000000
86140,2022-03-31,1Q,2946000000,,114000000
86140,2022-03-31,2Q,5877000000,,244000000
86140,2022-03-31,3Q,8822000000,,370000000
86140,2022-03-31,FY,10863000000,,-180000000
86140,2023-03-31,1Q,1968000000,,-693000000
86140,2023-03-31,2Q,4073000000,,-1236000000
86140,2023-03-31,3Q,6210000000,,-1661000000
86140,2023-03-31,FY,8341000000,,-2167000000
86140,2024-03-31,1Q,2763000000,,104000000
86140,2024-03-31,2Q,5709000000,,370000000
86140,2024-03-31,3Q,8428000000,,474000000
86140,2024-03-31,FY,12023000000,,1153000000
86140,2025-03-31,1Q,2943000000,,173000000
86140,2025-03-31,2Q,5557000000,,233000000
86140,2025-03-31,3Q,8587000000,,586000000
86140,2025-03-31,FY,11289000000,,694000000
86140,2026-03-31,1Q,2816000000,,143000000
86140,2026-03-31,2Q,6204000000,,886000000
86140,2026-03-31,3Q,9852000000,,1837000000
86160,2021-03-31,FY,69362000000,,9232000000
86160,2021-03-31,FY,69362000000,,9232000000
86160,2021-03-31,FY,69362000000,,9232000000
86160,2022-03-31,1Q,19973000000,,2480000000
86160,2022-03-31,2Q,40543000000,,5654000000
86160,2022-03-31,3Q,62071000000,,9294000000
86160,2022-03-31,FY,80975000000,,9881000000
86160,2023-03-31,1Q,18460000000,,708000000
86160,2023-03-31,2Q,38636000000,,2781000000
86160,2023-03-31,3Q,56383000000,,3542000000
86160,2023-03-31,FY,73383000000,,3159000000
86160,2024-03-31,1Q,21205000000,,3494000000
86160,2024-03-31,2Q,43474000000,,7242000000
86160,2024-03-31,3Q,64590000000,,10501000000
86160,2024-03-31,FY,89201000000,,15304000000
86160,2025-03-31,1Q,23203000000,,4569000000
86160,2025-03-31,1Q,23203000000,,4569000000
86160,2025-03-31,2Q,43810000000,,6501000000
86160,2025-03-31,3Q,66899000000,,11299000000
86160,2025-03-31,3Q,66899000000,,11299000000
86160,2025-03-31,FY,86328000000,,11739000000
86160,2026-03-31,1Q,19619000000,,392000000
86160,2026-03-31,1Q,19619000000,,392000000
86160,2026-03-31,2Q,45775000000,,6022000000
86160,2026-03-31,3Q,72460000000,,12060000000
86160,2026-03-31,3Q,72460000000,,12060000000
86170,2021-03-31,FY,1111000000,,133000000
86170,2022-03-31,1Q,98000000,,-128000000
86170,2022-03-31,2Q,302000000,,-159000000
86170,2022-03-31,3Q,366000000,,-324000000
86170,2022-03-31,FY,448000000,,-472000000
86170,2023-03-31,1Q,47000000,,-179000000
86170,2023-03-31,2Q,177000000,,-278000000
86170,2023-03-31,3Q,281000000,,-405000000
86170,2023-03-31,FY,436000000,,-494000000
86170,2024-03-31,1Q,332000000,,83000000
86170,2024-03-31,2Q,616000000,,99000000
86170,2024-03-31,3Q,896000000,,114000000
86170,2024-03-31,FY,1498000000,,435000000
86170,2025-03-31,1Q,117000000,,-132000000
86170,2025-03-31,2Q,301000000,,-258000000
86170,2025-03-31,3Q,466000000,,-363000000
86170,2025-03-31,FY,559000000,,-522000000
86170,2026-03-31,1Q,171000000,,-79000000
86170,2026-03-31,2Q,467000000,,-48000000
86170,2026-03-31,3Q,762000000,,-30000000
86220,2021-03-31,FY,15366000000,,2817000000
86220,2022-03-31,1Q,3514000000,,376000000
86220,2022-03-31,2Q,7176000000,,1012000000
86220,2022-03-31,3Q,10936000000,,1688000000
86220,2022-03-31,FY,13683000000,,1523000000
86220,2023-03-31,1Q,2666000000,,-221000000
86220,2023-03-31,2Q,5770000000,,-34000000
86220,2023-03-31,3Q,8386000000,,-221000000
86220,2023-03-31,FY,11196000000,,-268000000
86220,2024-03-31,1Q,3570000000,,592000000
86220,2024-03-31,2Q,6990000000,,1042000000
86220,2024-03-31,3Q,10181000000,,1313000000
86220,2024-03-31,FY,14554000000,,2391000000
86220,2025-03-31,1Q,4043000000,,805000000
86220,2025-03-31,1Q,4043000000,,805000000
86220,2025-03-31,2Q,7212000000,,1098000000
86220,2025-03-31,3Q,10823000000,,1675000000
86220,2025-03-31,3Q,10823000000,,1675000000
86220,2025-03-31,FY,13983000000,,1858000000
86220,2026-03-31,1Q,3319000000,,239000000
86220,2026-03-31,1Q,3319000000,,239000000
86220,2026-03-31,2Q,7344000000,,1145000000
86220,2026-03-31,3Q,11733000000,,2242000000
86220,2026-03-31,3Q,11733000000,,2242000000
86240,2021-03-31,FY,19747000000,,1264000000
86240,2022-03-31,1Q,5164000000,,882000000
86240,2022-03-31,2Q,10120000000,,1836000000
86240,2022-03-31,3Q,15344000000,,2970000000
86240,2022-03-31,FY,19591000000,,3321000000
86240,2023-03-31,1Q,4344000000,,383000000
86240,2023-03-31,2Q,8529000000,,737000000
86240,2023-03-31,3Q,12632000000,,995000000
86240,2023-03-31,FY,16666000000,,1166000000
86240,2024-03-31,1Q,4580000000,,622000000
86240,2024-03-31,2Q,9168000000,,1224000000
86240,2024-03-31,3Q,13504000000,,1583000000
86240,2024-03-31,FY,18837000000,,2803000000
86240,2025-03-31,1Q,4998000000,,882000000
86240,2025-03-31,2Q,9725000000,,1524000000
86240,2025-03-31,3Q,14457000000,,2036000000
86240,2025-03-31,FY,18804000000,,2285000000
86240,2026-03-31,1Q,4627000000,,380000000
86240,2026-03-31,2Q,10603000000,,1843000000
86240,2026-03-31,3Q,17217000000,,3670000000
86280,2021-03-31,FY,30082000000,,12827000000
86280,2022-03-31,1Q,7476000000,,3060000000
86280,2022-03-31,2Q,15316000000,,6624000000
86280,2022-03-31,3Q,23181000000,,9953000000
86280,2022-03-31,FY,30616000000,,12772000000
86280,2023-03-31,1Q,7252000000,,2826000000
86280,2023-03-31,2Q,14920000000,,5660000000
86280,2023-03-31,3Q,22957000000,,8666000000
86280,2023-03-31,FY,31071000000,,11349000000
86280,2024-03-31,1Q,9472000000,,3596000000
86280,2024-03-31,2Q,19086000000,,7276000000
86280,2024-03-31,3Q,28899000000,,10806000000
86280,2024-03-31,FY,40207000000,,15165000000
86280,2025-03-31,1Q,9895000000,,4235000000
86280,2025-03-31,1Q,9895000000,,4235000000
86280,2025-03-31,2Q,20285000000,,8900000000
86280,2025-03-31,3Q,29698000000,,12476000000
86280,2025-03-31,3Q,29698000000,,12476000000
86280,2025-03-31,FY,39204000000,,15636000000
86280,2026-03-31,1Q,11407000000,,4668000000
86280,2026-03-31,1Q,11407000000,,4668000000
86280,2026-03-31,2Q,23839000000,,10263000000
86280,2026-03-31,3Q,37293000000,,16509000000
86280,2026-03-31,3Q,37293000000,,16509000000
86970,2021-03-31,FY,133343000000,,74565000000
86970,2022-03-31,1Q,32503000000,,18459000000
86970,2022-03-31,2Q,65506000000,,36051000000
86970,2022-03-31,3Q,100586000000,,55967000000
86970,2022-03-31,FY,135432000000,,73473000000
86970,2023-03-31,1Q,33576000000,,17777000000
86970,2023-03-31,2Q,66486000000,,34127000000
86970,2023-03-31,3Q,100529000000,,51765000000
86970,2023-03-31,FY,133991000000,,68253000000
86970,2024-03-31,1Q,36953000000,,25038000000
86970,2024-03-31,2Q,73385000000,,44499000000
86970,2024-03-31,3Q,111639000000,,66042000000
86970,2024-03-31,FY,152871000000,,87444000000
86970,2025-03-31,1Q,40328000000,,23291000000
86970,2025-03-31,2Q,81810000000,,47718000000
86970,2025-03-31,3Q,121591000000,,69441000000
86970,2025-03-31,FY,162230000000,,90122000000
86970,2026-03-31,1Q,43451000000,,25233000000
86970,2026-03-31,2Q,89322000000,,51279000000
86970,2026-03-31,3Q,139626000000,,81308000000
87000,2021-03-31,FY,3040000000,,572000000
87000,2022-03-31,1Q,618000000,,8000000
87000,2022-03-31,2Q,1347000000,,140000000
87000,2022-03-31,3Q,2153000000,,340000000
87000,2022-03-31,FY,2864000000,,402000000
87000,2023-03-31,1Q,658000000,,43000000
87000,2023-03-31,2Q,1268000000,,62000000
87000,2023-03-31,3Q,1889000000,,112000000
87000,2023-03-31,FY,2502000000,,127000000
87000,2024-03-31,1Q,790000000,,132000000
87000,2024-03-31,2Q,1613000000,,336000000
87000,2024-03-31,3Q,2312000000,,420000000
87000,2024-03-31,FY,3262000000,,663000000
87000,2025-03-31,1Q,821000000,,163000000
87000,2025-03-31,2Q,1474000000,,159000000
87000,2025-03-31,3Q,2341000000,,356000000
87000,2025-03-31,FY,3082000000,,441000000
87000,2026-03-31,1Q,729000000,,85000000
87000,2026-03-31,2Q,1721000000,,381000000
87000,2026-03-31,3Q,2675000000,,617000000
87040,2021-03-31,FY,6856000000,,2356000000
87040,2022-03-31,1Q,1553000000,,472000000
87040,2022-03-31,2Q,3123000000,,921000000
87040,2022-03-31,3Q,5016000000,,1705000000
87040,2022-03-31,FY,7082000000,,2372000000
87040,2023-03-31,1Q,2397000000,,1108000000
87040,2023-03-31,2Q,4419000000,,1785000000
87040,2023-03-31,3Q,6736000000,,2738000000
87040,2023-03-31,FY,9194000000,,3742000000
87050,2021-03-31,FY,7738000000,,580000000
87050,2022-03-31,1Q,1862000000,,-145000000
87050,2022-03-31,2Q,3399000000,,-460000000
87050,2022-03-31,3Q,5247000000,,-319000000
87050,2022-03-31,FY,7197000000,,-163000000
87050,2022-03-31,FY,7197000000,,-163000000
87050,2022-03-31,FY,7197000000,,-163000000
87050,2022-03-31,FY,7197000000,,-163000000
87050,2023-03-31,1Q,1628000000,,40000000
87050,2023-03-31,2Q,3151000000,,-74000000
87050,2023-03-31,3Q,4712000000,,-57000000
87050,2023-03-31,FY,6605000000,,274000000
87050,2024-03-31,1Q,1899000000,,214000000
87050,2024-03-31,2Q,3706000000,,409000000
87050,2024-03-31,3Q,5639000000,,727000000
87050,2024-03-31,FY,7743000000,,904000000
87050,2025-03-31,1Q,2243000000,,418000000
87050,2025-03-31,2Q,3998000000,,590000000
87050,2025-03-31,3Q,5618000000,,666000000
87050,2025-03-31,FY,7373000000,,712000000
87050,2026-03-31,1Q,1895000000,,192000000
87050,2026-03-31,2Q,3759000000,,459000000
87050,2026-03-31,3Q,6113000000,,1023000000
87060,2021-03-31,FY,8948000000,,3913000000
87060,2022-03-31,1Q,1822000000,,547000000
87060,2022-03-31,2Q,3522000000,,1014000000
87060,2022-03-31,3Q,5188000000,,1392000000
87060,2022-03-31,FY,6492000000,,1300000000
87060,2023-03-31,1Q,1201000000,,-37000000
87060,2023-03-31,2Q,2210000000,,-207000000
87060,2023-03-31,3Q,3234000000,,-349000000
87060,2023-03-31,FY,4315000000,,-312000000
87060,2024-03-31,1Q,1831000000,,626000000
87060,2024-03-31,2Q,4012000000,,1548000000
87060,2024-03-31,3Q,5372000000,,1723000000
87060,2024-03-31,FY,7730000000,,2951000000
87060,2025-03-31,1Q,2641000000,,1247000000
87060,2025-03-31,2Q,4297000000,,1660000000
87060,2025-03-31,3Q,6518000000,,2523000000
87060,2025-03-31,FY,7989000000,,2691000000
87060,2026-03-31,1Q,1763000000,,479000000
87060,2026-03-31,2Q,4317000000,,1730000000
87060,2026-03-31,3Q,6613000000,,2742000000
87070,2021-03-31,FY,23395000000,,7182000000
87070,2022-03-31,1Q,5056000000,,1105000000
87070,2022-03-31,2Q,10290000000,,2535000000
87070,2022-03-31,3Q,15766000000,,4159000000
87070,2022-03-31,FY,20708000000,,5381000000
87070,2023-03-31,1Q,4624000000,,972000000
87070,2023-03-31,2Q,9669000000,,2285000000
87070,2023-03-31,3Q,14665000000,,3500000000
87070,2023-03-31,FY,19691000000,,4770000000
87070,2024-03-31,1Q,5711000000,,1685000000
87070,2024-03-31,2Q,11390000000,,3329000000
87070,2024-03-31,3Q,17313000000,,5212000000
87070,2024-03-31,FY,24040000000,,7600000000
87070,2025-03-31,1Q,6653000000,,2295000000
87070,2025-03-31,1Q,6653000000,,2295000000
87070,2025-03-31,2Q,12826000000,,4278000000
87070,2025-03-31,3Q,19684000000,,6799000000
87070,2025-03-31,3Q,19684000000,,6799000000
87070,2025-03-31,FY,25750000000,,8648000000
87070,2026-03-31,1Q,6758000000,,2409000000
87070,2026-03-31,1Q,6758000000,,2409000000
87070,2026-03-31,2Q,14458000000,,5478000000
87070,2026-03-31,3Q,22879000000,,8991000000
87070,2026-03-31,3Q,22879000000,,8991000000
87080,2021-03-31,FY,16433000000,,929000000
87080,2022-03-31,1Q,3657000000,,-195000000
87080,2022-03-31,2Q,8115000000,,-313000000
87080,2022-03-31,3Q,12515000000,,-204000000
87080,2022-03-31,FY,16050000000,,-533000000
87080,2023-03-31,1Q,2746000000,,-1028000000
87080,2023-03-31,2Q,5945000000,,-1902000000
87080,2023-03-31,3Q,9347000000,,-2206000000
87080,2023-03-31,FY,12751000000,,-2782000000
87080,2024-03-31,1Q,4588000000,,564000000
87080,2024-03-31,2Q,9277000000,,714000000
87080,2024-03-31,3Q,13473000000,,514000000
87080,2024-03-31,FY,18980000000,,1159000000
87080,2025-03-31,1Q,4953000000,,348000000
87080,2025-03-31,2Q,9533000000,,306000000
87080,2025-03-31,3Q,15215000000,,1315000000
87080,2025-03-31,FY,20588000000,,1886000000
87080,2026-03-31,1Q,4242000000,,-576000000
87080,2026-03-31,2Q,9937000000,,-226000000
87080,2026-03-31,3Q,15547000000,,93000000
87390,2021-03-31,FY,14295000000,,6349000000
87390,2022-03-31,1Q,3311000000,,1469000000
87390,2022-03-31,2Q,6783000000,,3081000000
87390,2022-03-31,3Q,10602000000,,4891000000
87390,2022-03-31,FY,14043000000,,6464000000
87390,2023-03-31,1Q,3362000000,,1502000000
87390,2023-03-31,2Q,6710000000,,2907000000
87390,2023-03-31,3Q,9980000000,,4222000000
87390,2023-03-31,FY,13360000000,,5704000000
87390,2024-03-31,1Q,3739000000,,1643000000
87390,2024-03-31,2Q,7930000000,,3531000000
87390,2024-03-31,3Q,11752000000,,5060000000
87390,2024-03-31,FY,16498000000,,7476000000
87390,2025-03-31,1Q,4254000000,,1746000000
87390,2025-03-31,2Q,8716000000,,3660000000
87390,2025-03-31,3Q,12944000000,,5326000000
87390,2025-03-31,FY,17961000000,,7717000000
87390,2026-03-31,1Q,3981000000,,1523000000
87390,2026-03-31,2Q,8641000000,,3678000000
87390,2026-03-31,3Q,13684000000,,6062000000
87460,2021-03-31,FY,829000000,,-1369000000
87470,2021-03-31,FY,5891000000,,605000000
87470,2022-03-31,1Q,1703000000,,344000000
87470,2022-03-31,2Q,3139000000,,550000000
87470,2022-03-31,3Q,4581000000,,767000000
87470,2022-03-31,FY,6715000000,,1369000000
87470,2023-03-31,1Q,1565000000,,242000000
87470,2023-03-31,2Q,3169000000,,542000000
87470,2023-03-31,3Q,5066000000,,1103000000
87470,2023-03-31,FY,6874000000,,1529000000
87470,2024-03-31,1Q,1614000000,,327000000
87470,2024-03-31,2Q,3288000000,,757000000
87470,2024-03-31,3Q,5359000000,,1497000000
87470,2024-03-31,FY,7402000000,,1994000000
87470,2025-03-31,1Q,2827000000,,1214000000
87470,2025-03-31,2Q,4557000000,,1604000000
87470,2025-03-31,3Q,5800000000,,1645000000
87470,2025-03-31,FY,7662000000,,2074000000
87470,2026-03-31,1Q,2182000000,,857000000
87470,2026-03-31,2Q,4643000000,,1928000000
87470,2026-03-31,3Q,9075000000,,4560000000
87720,2022-03-31,1Q,1333000000,,880000000
87720,2022-03-31,2Q,2770000000,,1908000000
87720,2022-03-31,3Q,4192000000,,2829000000
87720,2022-03-31,FY,5651000000,,3865000000
87720,2023-03-31,1Q,1484000000,,1031000000
87720,2023-03-31,2Q,3113000000,,2237000000
87830,2023-03-31,FY,2353000000,,-1927000000
88010,2021-03-31,FY,2007554000000,,203770000000
88010,2022-03-31,1Q,448703000000,,35120000000
88010,2022-03-31,2Q,996862000000,,100977000000
88010,2022-03-31,3Q,1466906000000,,154529000000
88010,2022-03-31,FY,2100870000000,,244978000000
88010,2023-03-31,1Q,576716000000,,77114000000
88010,2023-03-31,2Q,1057046000000,,131518000000
88010,2023-03-31,3Q,1626393000000,,213316000000
88010,2023-03-31,FY,2269103000000,,305405000000
88010,2024-03-31,1Q,561364000000,,80410000000
88010,2024-03-31,2Q,1165245000000,,179734000000
88010,2024-03-31,3Q,1699015000000,,245294000000
88010,2024-03-31,FY,2383289000000,,339690000000
88010,2025-03-31,1Q,630376000000,,101299000000
88010,2025-03-31,2Q,1162438000000,,169470000000
88010,2025-03-31,3Q,1676799000000,,220600000000
88010,2025-03-31,FY,2625363000000,,372732000000
88010,2026-03-31,1Q,802316000000,,160112000000
88010,2026-03-31,2Q,1353420000000,,218780000000
88010,2026-03-31,3Q,1981849000000,,302623000000
88020,2021-03-31,FY,1207594000000,,224394000000
88020,2022-03-31,1Q,307402000000,,62563000000
88020,2022-03-31,2Q,579023000000,,111658000000
88020,2022-03-31,3Q,904570000000,,172340000000
88020,2022-03-31,FY,1349489000000,,278977000000
88020,2023-03-31,1Q,305367000000,,83518000000
88020,2023-03-31,2Q,594565000000,,142078000000
88020,2023-03-31,3Q,906324000000,,200012000000
88020,2023-03-31,FY,1377827000000,,296702000000
88020,2024-03-31,1Q,292465000000,,48400000000
88020,2024-03-31,2Q,587933000000,,90314000000
88020,2024-03-31,3Q,926448000000,,146821000000
88020,2024-03-31,FY,1504687000000,,278627000000
88020,2025-03-31,1Q,328239000000,,51798000000
88020,2025-03-31,2Q,641065000000,,99878000000
88020,2025-03-31,3Q,1047919000000,,194478000000
88020,2025-03-31,FY,1579812000000,,309232000000
88020,2026-03-31,1Q,356954000000,,62405000000
88020,2026-03-31,2Q,743204000000,,107590000000
88020,2026-03-31,3Q,1210073000000,,227374000000
88040,2021-12-31,1Q,102692000000,,21076000000
88040,2021-12-31,2Q,162590000000,,30314000000
88040,2021-12-31,3Q,223176000000,,41632000000
88040,2021-12-31,FY,340477000000,,58784000000
88040,2022-12-31,1Q,121684000000,,25504000000
88040,2022-12-31,2Q,215066000000,,48227000000
88040,2022-12-31,3Q,268455000000,,55050000000
88040,2022-12-31,FY,349940000000,,64478000000
88040,2023-12-31,1Q,118393000000,,27289000000
88040,2023-12-31,2Q,179670000000,,36050000000
88040,2023-12-31,3Q,238199000000,,43078000000
88040,2023-12-31,FY,375946000000,,70508000000
88040,2024-12-31,1Q,116195000000,,19167000000
88040,2024-12-31,2Q,277616000000,,51236000000
88040,2024-12-31,3Q,359896000000,,61636000000
88040,2024-12-31,FY,463724000000,,79670000000
88040,2024-12-31,FY,463724000000,,79670000000
88040,2025-12-31,1Q,126665000000,,23706000000
88040,2025-12-31,2Q,208793000000,,34033000000
88040,2025-12-31,3Q,298833000000,,50601000000
88040,2025-12-31,FY,474586000000,,95763000000
88480,2024-03-31,FY,422671000000,,23313000000
88870,2023-05-31,FY,7444000000,,1083000000
88940,2024-10-31,FY,5566000000,,333000000
88980,2021-03-31,FY,3867000000,,943000000
88980,2022-03-31,1Q,937000000,,249000000
88980,2022-03-31,2Q,1858000000,,526000000
88980,2022-03-31,3Q,2804000000,,720000000
88980,2022-03-31,FY,3726000000,,867000000
88980,2023-03-31,1Q,932000000,,213000000
88980,2023-03-31,2Q,1842000000,,425000000
88980,2023-03-31,3Q,2793000000,,682000000
88980,2023-03-31,FY,3797000000,,875000000
88980,2024-03-31,1Q,942000000,,243000000
88980,2024-03-31,2Q,1877000000,,481000000
88980,2024-03-31,3Q,2870000000,,770000000
88980,2024-03-31,FY,3850000000,,936000000
88980,2025-03-31,1Q,1028000000,,309000000
88980,2025-03-31,2Q,2016000000,,627000000
88980,2025-03-31,3Q,3048000000,,905000000
88980,2025-03-31,FY,4045000000,,1071000000
88980,2026-03-31,1Q,1054000000,,272000000
88980,2026-03-31,2Q,2091000000,,534000000
88980,2026-03-31,3Q,3239000000,,876000000
89230,2021-11-30,1Q,25101000000,,4640000000
89230,2021-11-30,2Q,40932000000,,9232000000
89230,2021-11-30,3Q,52311000000,,10965000000
89230,2022-11-30,1Q,26315000000,,5685000000
89230,2022-11-30,2Q,43552000000,,9357000000
89230,2022-11-30,3Q,54933000000,,11155000000
89230,2023-11-30,1Q,31052000000,,6781000000
89230,2023-11-30,2Q,52861000000,,12516000000
89230,2023-11-30,3Q,66710000000,,14449000000
89230,2024-11-30,1Q,34868000000,,9585000000
89230,2024-11-30,2Q,57618000000,,14901000000
89230,2024-11-30,3Q,69419000000,,17055000000
89230,2025-11-30,1Q,46066000000,,12322000000
89230,2025-11-30,3Q,83961000000,,20798000000
89280,2025-06-30,FY,130973000000,,5690000000
89380,2020-03-31,FY,8288000000,,-606000000
89380,2023-03-31,FY,1798000000,,89000000
89440,2021-09-30,FY,4588000000,,767000000
89450,2022-06-30,FY,8696000000,,882000000
89510,2021-06-30,FY,46213000000,,22778000000
89510,2021-12-31,FY,50334000000,,23004000000
89510,2022-06-30,FY,52215000000,,26806000000
89510,2022-12-31,FY,47366000000,,21596000000
89510,2023-06-30,FY,47030000000,,20640000000
89510,2023-12-31,FY,47349000000,,20767000000
