ticker,period,quarter,sales,gross_profit,operating_profit
67240,2023-03-31,2Q,633127000000,,59152000000
67240,2023-03-31,3Q,994404000000,,82544000000
67240,2024-03-31,1Q,314840000000,,19713000000
67240,2024-03-31,2Q,638533000000,,27933000000
67240,2024-03-31,3Q,992101000000,,51697000000
67240,2025-03-31,1Q,336614000000,,22468000000
67240,2025-03-31,3Q,1023819000000,,62867000000
67240,2026-03-31,1Q,320879000000,,14136000000
67240,2026-03-31,3Q,1043825000000,,58385000000
67360,2022-03-31,2Q,15626000000,,990000000
67540,2021-03-31,FY,105939000000,,19651000000
67540,2022-03-31,1Q,23788000000,,3083000000
67540,2022-03-31,2Q,51231000000,,7483000000
67540,2022-03-31,3Q,75864000000,,10943000000
67540,2023-03-31,1Q,26180000000,,3017000000
67540,2023-03-31,2Q,53963000000,,5412000000
67540,2023-03-31,3Q,81683000000,,7998000000
67540,2024-03-31,1Q,22742000000,,-57000000
67540,2024-03-31,2Q,50895000000,,2934000000
67540,2024-03-31,3Q,77781000000,,5159000000
67540,2025-03-31,1Q,25229000000,,622000000
67540,2025-03-31,3Q,80840000000,,6419000000
67540,2026-03-31,1Q,23620000000,,1339000000
67540,2026-03-31,3Q,81070000000,,8412000000
67580,2021-03-31,FY,8999360000000,,971865000000
67620,2021-03-31,FY,1479008000000,,111535000000
67620,2022-03-31,1Q,420058000000,,30833000000
67620,2022-03-31,2Q,894185000000,,80033000000
67620,2022-03-31,3Q,1393855000000,,139235000000
67620,2022-03-31,FY,1902124000000,,166665000000
67620,2022-03-31,FY,1902124000000,,166665000000
67710,2021-03-31,FY,21850000000,,407000000
67790,2022-03-31,1Q,10809000000,,619000000
67790,2022-03-31,2Q,22267000000,,2839000000
67790,2022-03-31,3Q,33842000000,,3517000000
67790,2023-03-31,1Q,12493000000,,1549000000
67790,2023-03-31,2Q,26501000000,,4041000000
67790,2023-03-31,3Q,40029000000,,6680000000
67790,2024-03-31,1Q,11599000000,,636000000
67790,2024-03-31,2Q,24665000000,,1864000000
67790,2024-03-31,3Q,37501000000,,3265000000
67790,2025-03-31,1Q,12623000000,,1199000000
67790,2025-03-31,3Q,39681000000,,3650000000
67790,2026-03-31,1Q,12720000000,,780000000
67790,2026-03-31,3Q,39879000000,,2189000000
67940,2023-03-31,2Q,58385000000,,351000000
68220,2021-03-31,FY,29410000000,,303000000
68440,2021-03-31,FY,80437000000,,-1080000000
68440,2024-03-31,FY,102261000000,,1278000000
68620,2021-03-31,FY,15920000000,,220000000
68620,2022-03-31,2Q,11504000000,,337000000
68640,2023-03-31,FY,9642000000,,467000000
69550,2021-03-31,FY,61543000000,,1743000000
69810,2021-03-31,FY,1630193000000,,313240000000
69810,2022-03-31,1Q,439557000000,,105069000000
69810,2022-03-31,2Q,908074000000,,222109000000
69810,2022-03-31,3Q,1379461000000,,336028000000
69810,2022-03-31,FY,1812521000000,,424060000000
69810,2023-03-31,1Q,436657000000,,88613000000
69810,2023-03-31,2Q,920224000000,,194974000000
69810,2023-03-31,3Q,1339202000000,,272259000000
69810,2023-03-31,FY,1686796000000,,297887000000
70130,2024-03-31,FY,1322591000000,,-70138000000
70130,2024-03-31,FY,1322591000000,,-70138000000
70330,2023-10-31,FY,16931000000,,2207000000
70360,2023-12-31,1Q,373000000,,60000000
70360,2023-12-31,2Q,684000000,,43000000
70360,2023-12-31,3Q,1020000000,,56000000
70360,2023-12-31,FY,1369000000,,111000000
70360,2024-12-31,1Q,333000000,,8000000
70360,2024-12-31,2Q,652000000,,-10000000
70360,2024-12-31,3Q,971000000,,10000000
70360,2024-12-31,FY,1329000000,,93000000
70360,2025-12-31,1Q,424000000,,64000000
70360,2025-12-31,2Q,795000000,,82000000
70360,2025-12-31,3Q,1182000000,,126000000
70370,2022-12-31,FY,12128000000,,154000000
70420,2023-03-31,FY,1906000000,,57000000
70480,2021-12-31,1Q,51000000,,-348000000
70480,2021-12-31,2Q,180000000,,-612000000
70480,2021-12-31,3Q,355000000,,-834000000
70480,2021-12-31,3Q,355000000,,-834000000
70480,2021-12-31,FY,492000000,,-1098000000
70480,2021-12-31,FY,492000000,,-1098000000
70480,2022-12-31,1Q,139000000,,-271000000
70480,2022-12-31,2Q,355000000,,-488000000
70480,2022-12-31,3Q,771000000,,-626000000
70480,2022-12-31,FY,1163000000,,-794000000
70480,2023-12-31,1Q,543000000,,-90000000
70480,2023-12-31,2Q,1157000000,,-203000000
70480,2023-12-31,3Q,2228000000,,-84000000
70480,2023-12-31,FY,3100000000,,-89000000
70480,2023-12-31,FY,3123000000,,-67000000
70480,2024-12-31,1Q,980000000,,27000000
70480,2024-12-31,2Q,1815000000,,-197000000
70480,2024-12-31,3Q,3201000000,,-242000000
70480,2024-12-31,FY,4304000000,,-175000000
70480,2025-12-31,1Q,1131000000,,56000000
70480,2025-12-31,2Q,2101000000,,-89000000
70480,2025-12-31,3Q,3438000000,,92000000
70480,2025-12-31,FY,4581000000,,105000000
70570,2022-03-31,2Q,3651000000,,144000000
70570,2022-03-31,3Q,6117000000,,298000000
70570,2023-03-31,FY,9240000000,,422000000
70590,2022-03-31,FY,15589000000,,1621000000
70620,2022-03-31,FY,4174000000,,184000000
70660,2023-09-30,1Q,1496000000,,83000000
70690,2024-09-30,FY,7462000000,,-1719000000
70810,2024-12-31,FY,31861000000,,2081000000
71100,2022-07-31,FY,5163000000,,841000000
71100,2023-07-31,1Q,1581000000,,270000000
71200,2025-03-31,FY,16904000000,,687000000
71300,2025-03-31,FY,1006914000000,,15781000000
71620,2021-03-31,FY,12280000000,,262000000
71620,2022-03-31,1Q,1822000000,,-4000000
71620,2022-03-31,2Q,4527000000,,-10000000
71620,2022-03-31,3Q,7323000000,,-23000000
71620,2022-03-31,FY,12769000000,,527000000
71620,2023-03-31,1Q,2070000000,,26000000
71620,2023-03-31,2Q,5795000000,,-343000000
71620,2023-03-31,3Q,8506000000,,-683000000
71620,2023-03-31,FY,11774000000,,-750000000
71620,2024-03-31,1Q,2496000000,,41000000
71620,2024-03-31,2Q,7257000000,,388000000
71620,2024-03-31,3Q,10887000000,,377000000
71620,2024-03-31,FY,14855000000,,679000000
71620,2025-03-31,1Q,3533000000,,349000000
71620,2025-03-31,2Q,10152000000,,495000000
71620,2025-03-31,3Q,15056000000,,357000000
71620,2025-03-31,FY,20666000000,,-176000000
71620,2026-03-31,1Q,4389000000,,2000000
71620,2026-03-31,2Q,10785000000,,-190000000
71620,2026-03-31,3Q,15672000000,,-526000000
71640,2021-03-31,FY,47834000000,,38233000000
71640,2022-03-31,1Q,9802000000,,7479000000
71640,2022-03-31,2Q,19708000000,,15641000000
71640,2022-03-31,3Q,29678000000,,23425000000
71640,2022-03-31,FY,48842000000,,39470000000
71640,2023-03-31,1Q,10276000000,,7604000000
71640,2023-03-31,2Q,20650000000,,15867000000
71640,2023-03-31,3Q,31060000000,,23902000000
71640,2023-03-31,FY,50272000000,,39884000000
71640,2024-03-31,1Q,10536000000,,7812000000
71640,2024-03-31,2Q,21179000000,,15440000000
71640,2024-03-31,3Q,31904000000,,23224000000
71640,2024-03-31,FY,51638000000,,39102000000
71640,2025-03-31,1Q,10761000000,,7346000000
71640,2025-03-31,2Q,22062000000,,14892000000
71640,2025-03-31,3Q,33446000000,,22933000000
71640,2025-03-31,FY,56972000000,,41974000000
71640,2026-03-31,1Q,11481000000,,7712000000
71640,2026-03-31,2Q,23067000000,,14926000000
71640,2026-03-31,3Q,34755000000,,22992000000
71720,2023-12-31,2Q,8938000000,,3200000000
71750,2021-03-31,FY,4973000000,,1870000000
71750,2022-03-31,1Q,1324000000,,511000000
71750,2022-03-31,2Q,2440000000,,868000000
71750,2022-03-31,3Q,3580000000,,1247000000
71750,2022-03-31,FY,4510000000,,1421000000
71750,2023-03-31,1Q,1023000000,,271000000
71750,2023-03-31,2Q,1970000000,,488000000
71750,2023-03-31,3Q,2870000000,,648000000
71750,2023-03-31,FY,3831000000,,884000000
71750,2024-03-31,1Q,1370000000,,510000000
71750,2024-03-31,2Q,2545000000,,860000000
71750,2024-03-31,3Q,3504000000,,1015000000
71750,2024-03-31,FY,4816000000,,1475000000
71750,2025-03-31,1Q,1180000000,,337000000
71750,2025-03-31,2Q,2260000000,,608000000
71750,2025-03-31,3Q,3243000000,,820000000
71750,2025-03-31,FY,4186000000,,986000000
71750,2026-03-31,1Q,987000000,,181000000
71750,2026-03-31,2Q,2131000000,,488000000
71750,2026-03-31,3Q,3451000000,,917000000
71830,2021-03-31,FY,3946000000,,672000000
71830,2022-03-31,1Q,1008000000,,44000000
71830,2022-03-31,2Q,2032000000,,245000000
71830,2022-03-31,3Q,3068000000,,475000000
71830,2022-03-31,FY,4130000000,,457000000
71830,2023-03-31,1Q,1096000000,,68000000
71830,2023-03-31,2Q,2217000000,,274000000
71830,2023-03-31,3Q,3330000000,,480000000
71830,2023-03-31,FY,4497000000,,571000000
71830,2024-03-31,1Q,1181000000,,43000000
71830,2024-03-31,2Q,2380000000,,215000000
71830,2024-03-31,3Q,3595000000,,395000000
71830,2024-03-31,FY,4842000000,,439000000
71830,2025-03-31,1Q,1309000000,,-27000000
71830,2025-03-31,2Q,2629000000,,91000000
71830,2025-03-31,3Q,3977000000,,218000000
71830,2025-03-31,FY,5376000000,,58000000
71830,2026-03-31,1Q,1478000000,,-83000000
71830,2026-03-31,2Q,2999000000,,77000000
71830,2026-03-31,3Q,4552000000,,277000000
71850,2021-03-31,FY,8732000000,,2912000000
71850,2022-03-31,1Q,1890000000,,525000000
71850,2022-03-31,2Q,4058000000,,1200000000
71850,2025-03-31,1Q,2798000000,,1226000000
71850,2025-03-31,2Q,5462000000,,1926000000
71850,2025-03-31,3Q,7595000000,,2439000000
71850,2025-03-31,FY,10203000000,,3064000000
71850,2026-03-31,1Q,2564000000,,807000000
71850,2026-03-31,2Q,4687000000,,1108000000
71850,2026-03-31,3Q,7139000000,,1772000000
71920,2021-03-31,FY,7129000000,,1424000000
71920,2022-03-31,1Q,1800000000,,388000000
71920,2022-03-31,2Q,3775000000,,915000000
71920,2022-03-31,3Q,5763000000,,1399000000
71920,2022-03-31,FY,7689000000,,1696000000
71920,2023-03-31,1Q,1845000000,,419000000
71920,2023-03-31,2Q,3648000000,,830000000
71920,2023-03-31,3Q,5491000000,,1244000000
71920,2023-03-31,FY,7325000000,,1471000000
71920,2024-03-31,1Q,1730000000,,356000000
71920,2024-03-31,2Q,3484000000,,761000000
71920,2024-03-31,3Q,5269000000,,1179000000
71920,2024-03-31,FY,7110000000,,1398000000
71920,2025-03-31,1Q,1747000000,,264000000
71920,2025-03-31,2Q,3592000000,,639000000
71920,2025-03-31,3Q,5566000000,,1050000000
71920,2025-03-31,FY,7565000000,,1400000000
71920,2026-03-31,1Q,1846000000,,339000000
71920,2026-03-31,2Q,3755000000,,751000000
71920,2026-03-31,3Q,5826000000,,1215000000
71990,2023-03-31,1Q,5682000000,,1068000000
71990,2023-03-31,2Q,11887000000,,2375000000
71990,2023-03-31,3Q,18386000000,,3536000000
71990,2023-03-31,FY,25263000000,,4245000000
71990,2024-03-31,1Q,7233000000,,1365000000
71990,2024-03-31,2Q,15056000000,,2763000000
71990,2024-03-31,3Q,22975000000,,4408000000
71990,2024-03-31,FY,31546000000,,6195000000
71990,2025-03-31,1Q,8674000000,,1823000000
71990,2025-03-31,2Q,18092000000,,4050000000
71990,2025-03-31,3Q,27429000000,,6009000000
71990,2025-03-31,FY,36409000000,,6815000000
71990,2026-03-31,1Q,10296000000,,1585000000
71990,2026-03-31,2Q,20888000000,,3556000000
71990,2026-03-31,3Q,31366000000,,5662000000
72030,2021-03-31,FY,27214594000000,,2197748000000
72130,2025-03-31,FY,25931000000,,3531000000
72190,2023-08-31,1Q,2183000000,,133000000
72290,2022-03-31,1Q,49443000000,,3019000000
72290,2022-03-31,2Q,94547000000,,3344000000
72290,2022-03-31,3Q,149057000000,,6641000000
72290,2023-03-31,1Q,46308000000,,-384000000
72290,2023-03-31,2Q,108897000000,,1071000000
72290,2023-03-31,3Q,160305000000,,549000000
72290,2024-03-31,1Q,48252000000,,1527000000
72290,2024-03-31,2Q,103920000000,,3182000000
72290,2024-03-31,3Q,165949000000,,7348000000
72290,2025-03-31,1Q,45208000000,,1530000000
72290,2025-03-31,3Q,135006000000,,3916000000
72290,2026-03-31,1Q,39843000000,,1633000000
72290,2026-03-31,3Q,126144000000,,3341000000
72540,2024-03-31,3Q,38711000000,,2747000000
72640,2023-03-31,FY,21842000000,,410000000
72650,2021-10-31,3Q,5136000000,,514000000
72830,2021-03-31,FY,181427000000,,4956000000
73050,2024-03-31,FY,44556000000,,2053000000
73470,2021-12-31,3Q,2819000000,,1460000000
73470,2021-12-31,FY,4170000000,,1763000000
73470,2022-12-31,1Q,661000000,,124000000
73470,2022-12-31,2Q,2294000000,,1202000000
73470,2022-12-31,3Q,3709000000,,1839000000
73470,2022-12-31,FY,4598000000,,2055000000
73470,2023-12-31,1Q,2222000000,,-218000000
73470,2023-12-31,2Q,3395000000,,323000000
73470,2023-12-31,3Q,4959000000,,848000000
73470,2023-12-31,FY,5842000000,,1344000000
73470,2024-12-31,1Q,1007000000,,-170000000
73470,2024-12-31,2Q,2266000000,,323000000
73470,2024-12-31,3Q,3693000000,,756000000
73470,2024-12-31,FY,5566000000,,975000000
73470,2025-12-31,1Q,852000000,,-111000000
73470,2025-12-31,2Q,1941000000,,-91000000
73470,2025-12-31,3Q,2765000000,,101000000
73470,2025-12-31,FY,7216000000,,2515000000
73540,2021-12-31,1Q,7115000000,,1460000000
73540,2021-12-31,2Q,15026000000,,2917000000
73540,2021-12-31,3Q,23039000000,,4352000000
73540,2021-12-31,3Q,23039000000,,4352000000
73540,2021-12-31,FY,30286000000,,4780000000
73540,2022-12-31,1Q,10137000000,,2696000000
73540,2022-12-31,2Q,18373000000,,3936000000
73540,2022-12-31,3Q,26106000000,,4811000000
73540,2022-12-31,FY,34674000000,,5771000000
73540,2023-12-31,1Q,8686000000,,1633000000
73540,2023-12-31,2Q,15642000000,,1863000000
73540,2023-12-31,3Q,21958000000,,1842000000
73540,2023-12-31,FY,26851000000,,1220000000
73540,2024-12-31,1Q,5945000000,,784000000
73540,2024-12-31,2Q,10706000000,,1056000000
73540,2024-12-31,3Q,15721000000,,1179000000
73540,2024-12-31,FY,20952000000,,1434000000
73540,2025-12-31,1Q,5985000000,,747000000
73540,2025-12-31,2Q,11641000000,,1278000000
73540,2025-12-31,3Q,17023000000,,1673000000
73540,2025-12-31,FY,22694000000,,2133000000
73620,2024-12-31,FY,4707000000,,132000000
73630,2022-12-31,3Q,774000000,,6000000
73670,2025-03-31,2Q,3542000000,,483000000
73690,2021-06-30,FY,5274000000,,384000000
73700,2022-05-31,FY,3065000000,,1202000000
73710,2023-06-30,FY,7058000000,,856000000
73720,2021-09-30,3Q,3581000000,,847000000
73720,2022-09-30,1Q,1554000000,,474000000
73720,2022-09-30,1Q,1554000000,,474000000
73720,2022-09-30,2Q,2586000000,,912000000
73720,2022-09-30,3Q,4077000000,,1275000000
73720,2023-09-30,1Q,1815000000,,539000000
73720,2023-09-30,2Q,2965000000,,554000000
73720,2023-09-30,3Q,4493000000,,777000000
73720,2024-09-30,1Q,1806000000,,363000000
73720,2024-09-30,2Q,2791000000,,186000000
73720,2024-09-30,3Q,4292000000,,278000000
73720,2025-09-30,1Q,1851000000,,418000000
73720,2025-09-30,3Q,4654000000,,445000000
73720,2026-09-30,1Q,1964000000,,459000000
73770,2022-06-30,FY,32112000000,,2159000000
73770,2023-06-30,FY,32580000000,,2191000000
73770,2025-06-30,FY,36975000000,,2715000000
73830,2022-03-31,3Q,14192000000,,1095000000
73830,2022-03-31,FY,18665000000,,897000000
73830,2023-03-31,1Q,4586000000,,58000000
73830,2023-03-31,2Q,9234000000,,39000000
73830,2023-03-31,3Q,14436000000,,-43000000
73830,2023-03-31,FY,19330000000,,-404000000
73830,2023-03-31,FY,19330000000,,-404000000
73830,2024-03-31,1Q,5173000000,,-354000000
73830,2024-03-31,2Q,10330000000,,-605000000
73830,2024-03-31,3Q,15773000000,,-459000000
73830,2024-03-31,FY,20844000000,,-627000000
73830,2025-03-31,1Q,5254000000,,273000000
73830,2025-03-31,2Q,11021000000,,866000000
73830,2025-03-31,3Q,17277000000,,1774000000
73830,2025-03-31,FY,23032000000,,2103000000
73830,2026-03-31,1Q,6163000000,,767000000
73830,2026-03-31,1Q,6163000000,,767000000
73830,2026-03-31,2Q,12403000000,,1549000000
73830,2026-03-31,3Q,18959000000,,2532000000
73990,2022-03-31,FY,9203000000,,134000000
74420,2021-03-31,FY,47865000000,,872000000
74530,2022-08-31,1Q,122946000000,,11147000000
74530,2022-08-31,2Q,244496000000,,18854000000
74530,2022-08-31,3Q,370756000000,,24832000000
74530,2022-08-31,FY,496171000000,,32773000000
74530,2023-08-31,1Q,136948000000,,5021000000
74530,2023-08-31,2Q,283330000000,,10177000000
74530,2023-08-31,3Q,435797000000,,22672000000
74530,2023-08-31,FY,581412000000,,33137000000
74530,2024-08-31,1Q,162913000000,,13882000000
74530,2024-08-31,2Q,319839000000,,24099000000
74530,2024-08-31,3Q,495699000000,,42469000000
74530,2024-08-31,FY,661677000000,,56135000000
74530,2025-08-31,1Q,197690000000,,21957000000
74530,2025-08-31,2Q,382023000000,,36105000000
74530,2025-08-31,3Q,591093000000,,59406000000
74530,2025-08-31,FY,784629000000,,73840000000
74530,2026-08-31,1Q,228227000000,,28383000000
74550,2020-03-31,FY,48307000000,,476000000
74550,2025-03-31,FY,50782000000,,1383000000
74630,2023-03-31,FY,20399000000,,4701000000
74670,2022-03-31,FY,158427000000,,4356000000
74870,2021-05-31,FY,33922000000,,868000000
75060,2023-03-31,FY,11905000000,,153000000
75060,2024-03-31,1Q,2722000000,,-122000000
75060,2024-03-31,2Q,5853000000,,25000000
75060,2024-03-31,3Q,9071000000,,246000000
75230,2021-03-31,FY,7886000000,,1569000000
75240,2024-03-31,FY,4675000000,,91000000
75240,2025-03-31,1Q,1119000000,,4000000
75250,2024-03-31,3Q,37052000000,,2795000000
75610,2021-03-31,FY,35126000000,,400000000
75640,2021-03-31,FY,105815000000,,23955000000
75640,2022-03-31,FY,116264000000,,26802000000
75640,2023-03-31,FY,128289000000,,24106000000
75640,2024-03-31,FY,132651000000,,23142000000
75640,2025-03-31,FY,136933000000,,24394000000
75670,2024-03-31,FY,8366000000,,319000000
75780,2021-03-31,FY,2624000000,,109000000
76030,2026-02-28,3Q,8799000000,,-1226000000
76090,2025-12-31,FY,103142000000,,7010000000
76150,2023-03-31,FY,8329000000,,-286000000
76360,2023-06-30,FY,30865000000,,1547000000
76490,2025-02-28,3Q,634619000000,,28749000000
76740,2024-01-31,FY,7061000000,,437000000
76780,2022-03-31,1Q,1145000000,,-158000000
76780,2022-03-31,FY,5248000000,,-340000000
77190,2025-02-28,FY,3483000000,,25000000
77300,2025-08-31,FY,29968000000,,8193000000
77390,2025-12-31,FY,104421000000,,8980000000
77510,2021-12-31,1Q,842651000000,,70564000000
77510,2021-12-31,2Q,1724584000000,,147833000000
77510,2021-12-31,3Q,2557908000000,,206561000000
77510,2021-12-31,FY,3513357000000,,281918000000
77510,2022-12-31,1Q,879350000000,,76140000000
77510,2022-12-31,2Q,1878149000000,,174615000000
77510,2022-12-31,3Q,2874239000000,,256055000000
77510,2022-12-31,FY,4031414000000,,353399000000
77510,2023-12-31,1Q,971125000000,,84475000000
77510,2023-12-31,2Q,1992007000000,,176749000000
77510,2023-12-31,3Q,3017254000000,,259373000000
77510,2023-12-31,FY,4180972000000,,375366000000
77510,2024-12-31,1Q,988519000000,,80083000000
77510,2024-12-31,2Q,2156305000000,,198474000000
77510,2024-12-31,3Q,3236111000000,,296638000000
77510,2024-12-31,3Q,3236111000000,,296638000000
77510,2024-12-31,FY,4509821000000,,279754000000
77510,2025-12-31,1Q,1058396000000,,96517000000
77510,2025-12-31,1Q,1058396000000,,96517000000
77510,2025-12-31,2Q,2198567000000,,214308000000
77510,2025-12-31,3Q,3302891000000,,302355000000
77510,2025-12-31,3Q,3302891000000,,302355000000
77510,2025-12-31,FY,4624727000000,,455390000000
77520,2024-03-31,FY,2348987000000,,62023000000
77620,2024-03-31,FY,312830000000,,25068000000
77930,2024-12-31,FY,7767000000,,439000000
77940,2023-03-31,1Q,579000000,,241000000
78100,2023-07-31,FY,3006000000,,-203000000
78180,2021-08-31,FY,17139000000,,2820000000
78190,2025-09-30,FY,22122000000,,1469000000
78310,2024-10-31,3Q,6506000000,,-30000000
78310,2025-10-31,FY,8478000000,,-623000000
78590,2021-03-31,FY,2681000000,,-11000000
78680,2021-03-31,FY,31497000000,,2017000000
78680,2022-03-31,1Q,7312000000,,326000000
79180,2022-03-31,1Q,2186000000,,-373000000
79180,2022-03-31,2Q,4036000000,,-687000000
79180,2022-03-31,3Q,7623000000,,-862000000
79220,2022-03-31,FY,9594000000,,105000000
79400,2021-03-31,FY,29248000000,,1489000000
79460,2025-03-31,1Q,1073000000,,1000000
79720,2023-12-31,2Q,68190000000,,7002000000
79840,2022-12-31,3Q,224899000000,,14963000000
80010,2022-03-31,1Q,2916818000000,,153310000000
80010,2022-03-31,2Q,5874770000000,,304128000000
80010,2022-03-31,3Q,9093654000000,,464729000000
80010,2023-03-31,1Q,3378021000000,,183035000000
80010,2023-03-31,2Q,6992164000000,,388533000000
80010,2023-03-31,3Q,10544219000000,,574395000000
80010,2024-03-31,1Q,3348491000000,,167237000000
80010,2024-03-31,2Q,6774098000000,,350922000000
80010,2024-03-31,3Q,10451061000000,,539082000000
80010,2025-03-31,1Q,3598918000000,,190539000000
80010,2025-03-31,1Q,3598918000000,,190539000000
80010,2025-03-31,3Q,11039447000000,,537755000000
80010,2025-03-31,3Q,11039447000000,,537755000000
80010,2026-03-31,1Q,3558933000000,,170735000000
80010,2026-03-31,1Q,3558933000000,,170735000000
80010,2026-03-31,3Q,10986251000000,,526438000000
80010,2026-03-31,3Q,10986251000000,,526438000000
80020,2022-03-31,1Q,2134021000000,,69187000000
80020,2022-03-31,2Q,4075788000000,,118878000000
80020,2022-03-31,3Q,6218311000000,,204451000000
80020,2023-03-31,1Q,2910368000000,,147320000000
80020,2023-03-31,2Q,5595134000000,,230062000000
80020,2023-03-31,3Q,7373196000000,,285648000000
